cfd
"property([street_name] -> [town],(Ashton Old Road||Manchester))"
"property([street_name] -> [town],(Mount Road||Manchester))"
"property([postcode] -> [street_name],(OX1 5LE||Robinson Road))"
"property([postcode] -> [street_name],(M8 8LG||Cheetham Hill Road))"
"property([street_name] -> [town],(Zetland Road||Manchester))"
"property([postcode] -> [town],(OX16 0UG||Banbury))"
"property([street_name] -> [town],(Jersey Street||Manchester))"
"property([postcode] -> [street_name],(M11 3NU||Commonwealth Avenue))"
"property([street_name] -> [town],(Portland Street||Manchester))"
"property([street_name] -> [town],(Henry Road||Oxford))"
"property([postcode] -> [street_name],(M43 7AA||Market Street))"
"property([postcode] -> [street_name],(M3 6AP||Velour Close))"
"property([postcode] -> [street_name],(M16 9HD||Chester Road))"
"property([street_name] -> [town],(Plymouth Grove||Manchester))"
"property([postcode] -> [street_name],(OX29 4EW||Dovehouse Close))"
"property([street_name] -> [town],(Slade Lane||Manchester))"
"property([street_name] -> [town],(Ashmead Road||Banbury))"
"property([street_name] -> [town],(Flixton Road||Manchester))"
"property([postcode] -> [town],(M40 8BB||Manchester))"
"property([postcode] -> [street_name],(OX26 3EH||Campion Place))"
"property([street_name] -> [town],(Derby Street||Manchester))"
"property([street_name] -> [postcode],(Brome Place||OX3 9LR))"
"property([postcode] -> [street_name],(M3 2BH||Deansgate))"
"property([postcode] -> [street_name],(M33 7EN||Sefton Crescent))"
"property([street_name] -> [town],(Chester Road||Manchester))"
"property([street_name] -> [town],(Elliott Street||Manchester))"
"property([street_name] -> [town],(Burton Road||Manchester))"
"property([postcode] -> [town],(OX4 1UE||Oxford))"
"property([postcode] -> [town],(OX28 3AB||Witney))"
"property([street_name] -> [postcode],(Larch Gardens||M8 8BJ))"
"property([street_name] -> [town],(Birch Lane||Manchester))"
"property([town, street_name] -> [postcode],(Oxford, Union Street||OX4 1JP))"
"property([postcode] -> [town],(M1 5NG||Manchester))"
"property([postcode] -> [town],(M8 5XJ||Manchester))"
"property([street_name] -> [town],(Kirkstall Road||Manchester))"
"property([postcode] -> [town],(M28 7UL||Manchester))"
"property([postcode] -> [street_name],(OX17 2RF||Stanwell Lea))"
"property([postcode] -> [town],(M15 5FE||Manchester))"
"property([postcode] -> [street_name],(OX26 4LD||Telford Road))"
"property([postcode] -> [street_name],(M21 8TJ||Zetland Road))"
